id,date,statut,contexte_visite,note_globale,recommandation,verbatim
919,03/01/2024,Avocat,Entre amis,5,Oui,"Les meilleures attractions dans la région, les autres parcs à thèmes ne proposent pas une telle diversité dans les sensations fortes."
920,03/01/2024,Avocat,Avec des ados,4,Oui,"Parc très agréable, ambiance sympathique mais beaucoup trop d'attente aux attractions. Quota à mettre en place pour les entrées."
921,03/01/2024,Avocat,Avec des ados,4,Oui,Trop de monde attente partout même pour manger on passe la majorité du temps à faire la queue.
922,03/01/2024,Avocat,Avec des ados,4,Oui,Très bon séjour ds le parc ..dommage trop d'attente ce jour sa gâche lambiance
923,03/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Sur la période de Noël pas assez de restaurants fermés ou se mettre au chaud
924,02/01/2024,Avocat,Avec des ados,4,Oui,"Toujours un plaisir ce parc,je ne m'en lasse pas! 
Seul gros bémol, 45 minutes d'attente pour récupérer mes pass filotomatix illimités qu'il faut imprimer impérativement sur papier (version électronique non acceptée... l'écologie n'est pas encore d'actualité 50 ans avant JC...)"
925,02/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"1ere visite chez Astérix nous avions beaucoup hésitez car nous avons deux enfants de 4 et 7 ans et avions peur que les attractions ne soient pas adapté à leur âge, mais quelle belle surprise au niveau du nombre d'attractions adaptées aux enfants !!! Une très belle ambiance , un parc très propre , l'attente est très raisonnable même sur une période très forte (entre Noël et nouvel an) la prochaine on reviendra quand ils seront plus grand et nous ferons les attractions un peu plus punchy !! Très bon parc nous avons adoré ! Famille Jézéquel"
927,02/01/2024,Avocat,Avec des ados,4,Oui,Bonjour. Je trouve le parking un peu cher étant donné le service fourni. Je pense qu'il y a beaucoup trop de monde dans le parc niveau sécurité et attente interminable dans les attractions. Le parc est magnifique le prix de l'entrée est justifié. La propreté est soignée. L'accueil est sympathique. L'application est plutôt bof dûe je pense au nombre de personnes qui l'utilise en même temps. La sortie du parking est très mal organisée. Nous avons néanmoins passé une agréable journée et y retournerons très certainement cet été. Belle journée a toute l'équipe. Adrien
928,02/01/2024,Avocat,Avec des ados,4,Oui,Encore une chouette journée au sein du parc. Et une grande chance avec le temps...
930,02/01/2024,Avocat,Avec des ados,5,Oui,"Merci Astérix pour ces 2 jours hors du temps : beau temps , personnel efficace et sympathique, affluence modérée….. déconnexion 100%"
931,02/01/2024,Neutre,Avec des jeunes enfants,3,Oui,Parc excellent pour la famille mais malheureusement trop de monde présent dans le Parc et cela devient usant / lassant.
933,02/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Très bien
935,02/01/2024,Neutre,Avec des ados,3,Oui,"Le parc est plutôt sympa, mais on est clairement chez Astérix et pas du tout chez Obélix. 
Attention si vous faites plus d'1m90 et plus de 120 kg, vous risquez de n'avoir accès qu'à la moitié des attractions. 
Celles réservées aux tout petits bien sûr, mais surtout les attractions à sensations fortes dont les systèmes de sécurité refuseront de se bloquer. Du coup parfois 90 minutes d'attente pour apprendre que vous ne pourrez pas faire l'attraction. Plutôt frustrant, alors essayez de vérifier notamment pour Oz iris, Toutatis, Gyroflix, Tonnerre de Zeus. 
Pour info, il y a un siège test pour Toutatis, n'hésitez pas à demander à le tester avant de vous mettre dans la file, j'ai attendu 30 minutes avant d'y arriver, du coup je n'ai pas fait les 9 minutes de lus qu'il restait. Ouf!!!"
936,02/01/2024,Avocat,Entre amis,4,Oui,Bcp d attente dans les attractions !
937,02/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Une très belle journée en période de noël nous avons passé des supers moments en famille !!! On reviendra à d’autres périodes de l’année !
939,02/01/2024,Avocat,Avec des ados,5,Oui,Le meilleure parc attraction.
940,02/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Il y en a pour les grands et les petits, c'est très convivial et la période du Marché Gaulois 🎄 est la plus belle à mes yeux."
941,02/01/2024,Neutre,Avec des ados,3,Non,"Beaucoup trop de monde dans le parc en même temps, ce qui entraîne des temps d'attente bien trop longs. La propreté pourrait être meilleure, les toilettes sales et insuffisantes. Beaucoup trop de gens utilisent le pass express et cela fait que les autres restent là encore plus longtemps. Il y a trop souvent des perturbations dans les trains. Le parc, le personnel et les magasins sont super mais nous n'y reviendrons pas et je ne le recommanderai pas non plus."
942,02/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Un parc avec un vaste choix d'attractions et de spectacles pour tous les goûts et tous les visiteurs (famille, jeunes, solo). Une ambiance qui se rapproche de l'esprit de la BD !"
943,02/01/2024,Avocat,Avec des ados,5,Oui,"La experiencia ha sido estupenda, tanto en el parque como en el hotel. Además todo precioso adornado de navidad. Lo hemos pasado muy bien."
944,02/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Excellent séjour malgré le temps pluvieux. La parade, les spectacles, les attractions, le parcours illuminé à NOEL, tout était parfait."
947,02/01/2024,Avocat,Avec des ados,4,Oui,très bonne journée mais bcp de queue (60-90min)
948,02/01/2024,Neutre,Avec des ados,3,Oui,"Passage le 25 décembre au Parc, le temps ne nous a pas gâté mais les attractions sont très sympas. Parfois trop d'attente par manque de personnel et nous étions assez nombreux sur le parc ce jour là."
949,02/01/2024,Avocat,Entre amis,5,Oui,"Encore une excellente thématisation pour cette période de Noël, le parc Astérix grandit de jour en jour, et pour cette période de Noël ils ont mis les petits plats dans les grands pour le plus grand plaisir des visiteurs !"
950,02/01/2024,Avocat,Avec des ados,4,Oui,"Première visite du parc = décors très bien 
Attente aux attractions trop longue il faut je pense prendre le pass à 30 euros en plus du billet sinon vous ne pourrez faire que 3 des principales et quelques petites, ça restera ma déception de cette journée, avoir passé la moitié du temps dans les files.. 
Ensuite les attractions dans l'eau plutôt nombreuses étaient fermées, mais c'était l'hiver, en contrepartie la patinoire et la luge pour l'occasion, c'était très sympa"
953,02/01/2024,Neutre,Avec des ados,3,Oui,Trop de pannes sur Toutatis. Ca n'arrête pas d'être bloqué.
954,02/01/2024,Avocat,Avec des ados,5,Oui,"Noël au parc Astérix c'est magique, bravo pour le parcours créé cette année c'est féérique. Il faut surtout s'arrêter au relais des lutin même s'il y a de l'attente, c'est magique à l'intérieur. 
C'est toujours un plaisir de se rendre au parc Astérix en toute saison."
955,02/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"belle première expérience 
les quais de lutèce et son restaurant magnifiques"
956,02/01/2024,Avocat,En couple,5,Oui,"Nous avons passé une journée magnifique et les attractions proposées sont géniales, notamment la nouvelle attraction du Parc. Seul petit bémol, les longues files d'attente parfois pour certaines attractions."
957,02/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Très bonne ambiance, parc accessible à tous avec des produits de qualités et à très bon prix. 
La nourriture des producteurs locaux est vraiment bonne."
958,02/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Parc très bien décoré pour Noël, Toutatis la nouvelle attraction vaut le détour: fortes sensations garanties! 
Petit bemol, trop de monde aux points restauration et surtout, manque d'approvisionnement...et ce n'est pas la première année que nous le constatons, dommage! De plus, tout est hors de prix en matière de restauration à emporter, exemple: sandwish 8,50€!"
959,02/01/2024,Avocat,Avec des ados,4,Oui,"Très bon séjour malgré quelques petits problèmes rencontrés pendant les deux jours (agressivité de certains usagers du parc, repas achetés en ligne mais pas de bons pour retirer ses repas...)"
960,02/01/2024,Opposant,Avec des ados,2,Non,"Beaucoup trop de point de restauration fermer,pas assez de personnel présent par rapport au visiteurs ce qui engendre beaucoup trop attente,pas de possibilité de ce réchauffer, très déçu."
961,02/01/2024,Avocat,Avec des ados,5,Oui,"Nous avons passé 2 jours + hôtel des 3 hiboux le lendemain de Noël : un enchantement 🤩 
Le parc Asterix n'a rien à envié a Disney, nous ne sommes pas déçu et rapport qualité prix est nettement meilleur. 
 
Nous recommandons"
962,02/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Super parc, mais beaucoup TROP D'ATTENTE."
963,02/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Bonne journée dans l'ensemble. Malheureusement, nous sommes tombé plusieurs fois sur des employés du parc n'ayant pas le sourire que se soit à l'entrée du parking ou bien à l'entrée du parc. 
Et ce jour là, il y avait trop de monde impossible de faire plus de 5 attractions et au prix du parc ce n'est pas normal."
964,02/01/2024,Avocat,En couple,4,Oui,"Le personnel de l'hôtel était vraiment très attentionné envers nous. La chambre très belle et très fonctionnelle. Le petit déjeuner excellent. L'ambiance dans le parc était au top, que ce soit les décors, les attractions ainsi que les shops. J'ai été agréablement surpris par la propreté du parc et de ses installations."
965,02/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"J’ai visité le parc pendant la période de noël, les attractions sont de qualité, possibilité de réserver des coupes files. 
Niveau magie de Noël peut faire beaucoup mieux, c’était assez triste. 
Les boutiques de souvenirs ne proposent que peu de diversité, elles vendent toutes les quatre mêmes peluches.. vraiment bof. 
Préférez une visite aux beaux jours."
966,02/01/2024,Avocat,Entre amis,5,Oui,"Cadeau de noel offert à 5 jeunes de 17 à 22 ans 
Sont revenus enchantés qualité des attractions hôtel impeccable et repas de qualite"
968,02/01/2024,Avocat,Entre amis,4,Oui,"Un grand merci à la voiture de gauche sur le parking pour l’ouverture de sa portière arrière droite. 
Résultat des courses: 
Une portière avec un gros enfoncement (invisible le soir via la nuit tombé) mais une belle surprise le 31 au matin."
969,02/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Très bon moment passé au Parc en famille, attractions et spectacles de bonne qualité, toutefois l'ouverture du parc a 11h et vraiment tardive par rapport au autre Parc. 
De plus , à partir de 17h30 le Parc manque cruellement d'éclairage et les attractions aussi, sans parler d'une fermeture à 19h pour un 31/12 ..... 
 
Pour avoir testé Disney, ils sont bien meilleurs et s'en donnent les moyens de 9h30 à 22h ."
972,02/01/2024,Avocat,Avec des ados,4,Oui,"Parc préféré en France. Ils savent se réinventer et moderniser en touchant toute la famille. 
Parfois trop de monde mais il suffit alors lorsqu'on possède le pass de privilégier les spectacles et attractions délaissés habituellement. 
Dommage qu'en cas de forte affluence les 2 seules singles soient fermées car elles permettent aux fidèles d'avoir une dose d'adrénaline quand même."
973,02/01/2024,Neutre,Avec des jeunes enfants,3,Non,"Comme la plupart des clients du parc le temps d'attente est extrêmement long, une moyenne d'1h30 pour faire une attraction, sachant que le parc ouvre à 11h, je vous laisse faire le calcul du temps perdu. 
Votre plan interactif ainsi que l'outil permettant de s'organiser dans le parc et reguler les files d'attente n'ont jamais fonctionné après téléchargement ce qui est vraiment dommage, c'était une bonne idée ! 
Les billets coupe file sont trop cher pour ce que ça vaut. 
Je ne sais pas comment cela est possible mais il faudrait réduire la file d'attente d'au moins 30 mn par jour pour permettre aux personnes de faire un max d'attraction. 
Par ailleurs il y a un problème de contrôle de sécurité, beaucoup de personnes doublent dans les filles d'attente. 
A quand un coup de jeune du parc ? 
J.T"
974,02/01/2024,Avocat,Avec des ados,4,Oui,"Très bon séjour, bonne ambiance, patinoire et luges super . Manque du renouvellement au niveau manèges, mais nous avons vu des travaux donc c'est bien.les se sont bien amusés comme toujours. ravis de notre séjour."
975,02/01/2024,Avocat,Entre amis,5,Oui,"C est un réel plaisir et bonheur d y être. 
Le personnel toujours avec le sourire et disponible. 
Depuis que nous venons et au fil de nos rencontres un lien d amitiés c est créé que je n ai jamais connu ailleurs. Très belle année 2024 ."
977,02/01/2024,Avocat,Entre amis,5,Oui,Noël gaulois super. Déco magnifique. Ambiance très bien. Super journée.
978,02/01/2024,Avocat,Avec des ados,4,Oui,"Les temps d'attente aux attractions phares sont ahurissants, les files d'attente sont mal gérées (temps d'attente largement sous estimés, les ""wagons"" ne sont pas systématiquement remplis). 
Même remarque pour la restauration rapide : c'est long et lent, l'organisation du service est vraiment à revoir (tout le monde fait un peu tout, ce n'est pas industrialisé) , il manque du personnel"
